Metadata_Plate	Metadata_Well	Metadata_batch	Metadata_cell_count	Metadata_cell_density	Metadata_celltype_shorthand_from_plate_graph	Metadata_clone_number	Metadata_date	Metadata_plate_map_name	Metadata_time_to_adhere	Metadata_treatment	Metadata_treatment_shorthand_from_plate_graph	Metadata_treatment_time	Metadata_dataset	Metadata_clone_type	Metadata_clone_type_indicator	Metadata_model_split	Metadata_unique_sample_name	TotalScore	TotalDispersion	UpScore	UpDispersion	DownScore	DownDispersion	Metadata_permuted_p_value	dataset	min_permuted_value	max_permuted_value
221057	C10	2021_08_02_Batch24	4396	2.5x10^3 cells/well	7	WT clone 14	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_18_BZ	-0.42009497928772893	357.3066	-0.240141369047619	126.02099999999999	-0.17995361024010992	231.2856	1	otherclones	-0.15444014515464277	0.15901288880890507
221057	C11	2021_08_02_Batch24	3549	2.5x10^3 cells/well	6	WT clone 13	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_19_BZ	-0.2780786692052685	590.8161	-0.07003348214285715	399.5607	-0.20804518706241137	191.25539999999998	0.999	otherclones	-0.15444014515464277	0.15901288880890507
221057	D02	2021_08_02_Batch24	1824	2.5x10^3 cells/well	11	BZ008	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_20_BZ	0.2161261702906111	385.476	0.1244419642857143	189.7728	0.0916842060048968	195.70319999999998	0.01	otherclones	-0.15444014515464277	0.15901288880890507
221057	D03	2021_08_02_Batch24	1470	2.5x10^3 cells/well	12	BZ009	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_21_BZ	0.24690502029679817	333.585	0.20917038690476186	210.52919999999997	0.03773463339203631	123.05579999999999	0.006	otherclones	-0.15444014515464277	0.15901288880890507
221057	D04	2021_08_02_Batch24	2093	2.5x10^3 cells/well	13	BZ010	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_22_BZ	0.3277358299533035	388.4412	0.2321428571428572	207.564	0.09559297281044632	180.8772	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221057	D07	2021_08_02_Batch24	3219	2.5x10^3 cells/well	11	BZ008	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_25_BZ	0.15549201806705237	425.5062	0.18824404761904756	189.7728	-0.03275202955199519	235.7334	0.058	otherclones	-0.15444014515464277	0.15901288880890507
221057	D08	2021_08_02_Batch24	1254	2.5x10^3 cells/well	12	BZ009	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_26_BZ	0.20194280849420432	433.66049999999996	0.1046316964285714	248.3355	0.09731111206563292	185.325	0.023	otherclones	-0.15444014515464277	0.15901288880890507
221057	D09	2021_08_02_Batch24	2076	2.5x10^3 cells/well	13	BZ010	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_27_BZ	0.16485588499767856	442.5561	0.14378720238095244	261.6789	0.02106868261672612	180.8772	0.045	otherclones	-0.15444014515464277	0.15901288880890507
221057	E05	2021_08_02_Batch24	1586	2.5x10^3 cells/well	4	WT clone 10	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_33_BZ	0.3239631983584099	314.3112	0.2541852678571428	100.8168	0.06977793050126713	213.49439999999998	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221057	E06	2021_08_02_Batch24	3901	2.5x10^3 cells/well	5	WT clone 12	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_34_BZ	-0.3751443407957337	338.7741	-0.23986235119047622	175.6881	-0.1352819896052575	163.08599999999998	1	otherclones	-0.15444014515464277	0.15901288880890507
221057	E10	2021_08_02_Batch24	1676	2.5x10^3 cells/well	4	WT clone 10	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_38_BZ	0.07375667648588358	476.6559	0.1247209821428571	248.3355	-0.05096430565697352	228.32039999999998	0.228	otherclones	-0.15444014515464277	0.15901288880890507
221057	E11	2021_08_02_Batch24	3814	2.5x10^3 cells/well	5	WT clone 12	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_39_BZ	-0.2489388588512808	438.1083	-0.10807291666666669	214.23569999999998	-0.14086594218461412	223.87259999999998	0.997	otherclones	-0.15444014515464277	0.15901288880890507
221057	F02	2021_08_02_Batch24	2696	2.5x10^3 cells/well	10	BZ007	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_40_BZ	0.19352248796919003	442.5561	0.1068638392857143	269.0919	0.08665864868347573	173.46419999999998	0.025	otherclones	-0.15444014515464277	0.15901288880890507
221057	F03	2021_08_02_Batch24	4077	2.5x10^3 cells/well	9	BZ006	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_41_BZ	-0.3644355449134897	307.6395	-0.18284970238095238	147.5187	-0.1815858425325373	160.1208	0.999	otherclones	-0.15444014515464277	0.15901288880890507
221057	F04	2021_08_02_Batch24	4480	2.5x10^3 cells/well	8	WT clone 15	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_42_BZ	0.388378335574329	303.19169999999997	0.18870907738095244	162.3447	0.19966925819337655	140.84699999999998	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221057	F05	2021_08_02_Batch24	4305	2.5x10^3 cells/well	7	WT clone 14	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_43_BZ	-0.3019075005087943	300.2265	-0.16387648809523808	86.73209999999999	-0.1380310124135562	213.49439999999998	0.999	otherclones	-0.15444014515464277	0.15901288880890507
221057	F06	2021_08_02_Batch24	4171	2.5x10^3 cells/well	6	WT clone 13	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_44_BZ	-0.44572004672213805	315.0525	-0.29055059523809523	135.65789999999998	-0.15516945148404282	179.3946	1	otherclones	-0.15444014515464277	0.15901288880890507
221057	F07	2021_08_02_Batch24	2201	2.5x10^3 cells/well	10	BZ007	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_45_BZ	0.29290406809737557	271.31579999999997	0.193359375	96.369	0.09954469309737557	174.9468	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221057	F08	2021_08_02_Batch24	3961	2.5x10^3 cells/well	9	BZ006	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_46_BZ	-0.315149664918102	304.6743	-0.15559895833333331	149.0013	-0.15955070658476866	155.673	0.998	otherclones	-0.15444014515464277	0.15901288880890507
221057	F09	2021_08_02_Batch24	3983	2.5x10^3 cells/well	8	WT clone 15	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_47_BZ	0.26611278488001655	495.1884	0.15299479166666663	171.9816	0.11311799321334992	323.2068	0.004	otherclones	-0.15444014515464277	0.15901288880890507
221057	F10	2021_08_02_Batch24	3820	2.5x10^3 cells/well	7	WT clone 14	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_48_BZ	-0.3333476511604599	324.6894	-0.16666666666666669	123.05579999999999	-0.1666809844937932	201.6336	1	otherclones	-0.15444014515464277	0.15901288880890507
221057	F11	2021_08_02_Batch24	5270	2.5x10^3 cells/well	6	WT clone 13	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_49_BZ	-0.38845937671302566	276.5049	-0.26292782738095233	119.3493	-0.12553154933207333	157.1556	1	otherclones	-0.15444014515464277	0.15901288880890507
221057	G02	2021_08_02_Batch24	2035	2.5x10^3 cells/well	11	BZ008	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_50_BZ	0.24082280014256463	386.95859999999993	0.14918154761904756	262.42019999999997	0.09164125252351707	124.5384	0.01	otherclones	-0.15444014515464277	0.15901288880890507
221057	G03	2021_08_02_Batch24	1065	2.5x10^3 cells/well	12	BZ009	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_51_BZ	0.08454313379651501	344.70449999999994	0.06119791666666663	237.95729999999998	0.023345217129848383	106.74719999999999	0.227	otherclones	-0.15444014515464277	0.15901288880890507
221057	G04	2021_08_02_Batch24	2222	2.5x10^3 cells/well	13	BZ010	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_52_BZ	0.013027920338166576	532.2533999999999	0.0797991071428571	228.32039999999998	-0.06677118680469052	303.933	0.467	otherclones	-0.15444014515464277	0.15901288880890507
221057	G07	2021_08_02_Batch24	2474	2.5x10^3 cells/well	11	BZ008	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_55_BZ	0.25558432410779497	300.2265	0.1827566964285715	120.83189999999999	0.07282762767922346	179.3946	0.003	otherclones	-0.15444014515464277	0.15901288880890507
221057	G08	2021_08_02_Batch24	1462	2.5x10^3 cells/well	12	BZ009	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_56_BZ	0.12332841365762193	328.3959	0.09719122023809523	132.6927	0.026137193419526694	195.70319999999998	0.118	otherclones	-0.15444014515464277	0.15901288880890507
221057	G09	2021_08_02_Batch24	2215	2.5x10^3 cells/well	13	BZ010	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_57_BZ	0.10967522693755993	429.2126999999999	0.09895833333333337	246.85289999999998	0.010716893604226563	182.35979999999998	0.135	otherclones	-0.15444014515464277	0.15901288880890507
221058	B05	2021_08_02_Batch25	660	2.5x10^3 cells/well	4	WT clone 10	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_63_BZ	0.1434123142070174	464.7951	0.0811941964285714	211.2705	0.06221811777844599	253.5246	0.077	otherclones	-0.15444014515464277	0.15901288880890507
221058	B06	2021_08_02_Batch25	2307	2.5x10^3 cells/well	5	WT clone 12	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_64_BZ	-0.4020434631384984	381.02819999999997	-0.246186755952381	166.0512	-0.15585670718611744	214.97699999999998	1	otherclones	-0.15444014515464277	0.15901288880890507
221058	B10	2021_08_02_Batch25	425	2.5x10^3 cells/well	4	WT clone 10	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_68_BZ	0.26173647150701274	398.07809999999995	0.15643601190476197	181.61849999999998	0.10530045960225076	216.4596	0.005	otherclones	-0.15444014515464277	0.15901288880890507
221058	B11	2021_08_02_Batch25	2334	2.5x10^3 cells/well	5	WT clone 12	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_69_BZ	-0.35817861850482	429.95399999999995	-0.2162388392857143	213.49439999999998	-0.14193977921910572	216.4596	1	otherclones	-0.15444014515464277	0.15901288880890507
221058	C02	2021_08_02_Batch25	1168	2.5x10^3 cells/well	10	BZ007	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_70_BZ	0.22534894430314112	364.71959999999996	0.1434151785714286	252.04199999999997	0.08193376573171252	112.6776	0.007	otherclones	-0.15444014515464277	0.15901288880890507
221058	C03	2021_08_02_Batch25	1646	2.5x10^3 cells/well	9	BZ006	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_71_BZ	-0.34181263899158526	351.3762	-0.1284412202380953	195.70319999999998	-0.21337141875348997	155.673	1	otherclones	-0.15444014515464277	0.15901288880890507
221058	C04	2021_08_02_Batch25	1696	2.5x10^3 cells/well	8	WT clone 15	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_72_BZ	0.2490756132760007	577.4726999999999	0.1847098214285715	240.92249999999999	0.06436579184742919	336.55019999999996	0.006	otherclones	-0.15444014515464277	0.15901288880890507
221058	C05	2021_08_02_Batch25	1532	2.5x10^3 cells/well	7	WT clone 14	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_73_BZ	-0.2692174762566962	479.62109999999996	-0.15652901785714285	243.8877	-0.11268845839955333	235.7334	0.999	otherclones	-0.15444014515464277	0.15901288880890507
221058	C06	2021_08_02_Batch25	1265	2.5x10^3 cells/well	6	WT clone 13	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_74_BZ	-0.5539947193105045	276.5049	-0.2965959821428571	77.8365	-0.2573987371676474	198.6684	1	otherclones	-0.15444014515464277	0.15901288880890507
221058	C07	2021_08_02_Batch25	1313	2.5x10^3 cells/well	10	BZ007	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_75_BZ	0.3488516008033836	345.44579999999996	0.2257254464285715	204.59879999999998	0.12312615437481211	140.84699999999998	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221058	C08	2021_08_02_Batch25	1735	2.5x10^3 cells/well	9	BZ006	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_76_BZ	-0.3210281876149262	354.34139999999996	-0.12062872023809529	217.94219999999999	-0.2003994673768309	136.39919999999998	0.999	otherclones	-0.15444014515464277	0.15901288880890507
221058	C09	2021_08_02_Batch25	1790	2.5x10^3 cells/well	8	WT clone 15	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_77_BZ	0.19332883376440213	443.2974	0.12965029761904756	209.04659999999998	0.06367853614535457	234.2508	0.016	otherclones	-0.15444014515464277	0.15901288880890507
221058	C10	2021_08_02_Batch25	1545	2.5x10^3 cells/well	7	WT clone 14	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_78_BZ	-0.2576533819602537	388.4412	-0.11588541666666669	170.499	-0.14176796529358704	217.94219999999999	0.995	otherclones	-0.15444014515464277	0.15901288880890507
221058	C11	2021_08_02_Batch25	2182	2.5x10^3 cells/well	6	WT clone 13	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_79_BZ	-0.4859321475935312	257.9724	-0.267578125	124.5384	-0.2183540225935312	133.434	1	otherclones	-0.15444014515464277	0.15901288880890507
221058	D02	2021_08_02_Batch25	1550	2.5x10^3 cells/well	11	BZ008	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_80_BZ	0.30531663746852633	372.8739	0.18377976190476186	248.3355	0.12153687556376447	124.5384	0.002	otherclones	-0.15444014515464277	0.15901288880890507
221058	D03	2021_08_02_Batch25	889	2.5x10^3 cells/well	12	BZ009	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_81_BZ	0.1248704244634905	363.23699999999997	0.10388764880952384	143.8122	0.020982775653966668	219.42479999999998	0.107	otherclones	-0.15444014515464277	0.15901288880890507
221058	D04	2021_08_02_Batch25	1381	2.5x10^3 cells/well	13	BZ010	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_82_BZ	0.24640630129489394	524.8403999999999	0.1609933035714285	278.7288	0.08541299772346544	246.11159999999998	0.006	otherclones	-0.15444014515464277	0.15901288880890507
221058	D07	2021_08_02_Batch25	1584	2.5x10^3 cells/well	11	BZ008	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_85_BZ	0.4491636159787463	344.70449999999994	0.22367931547619058	159.37949999999998	0.22548430050255575	185.325	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221058	D08	2021_08_02_Batch25	809	2.5x10^3 cells/well	12	BZ009	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_86_BZ	0.2264567462277639	240.92249999999999	0.1573660714285715	113.4189	0.0690906747991924	127.50359999999999	0.01	otherclones	-0.15444014515464277	0.15901288880890507
221058	D09	2021_08_02_Batch25	1274	2.5x10^3 cells/well	13	BZ010	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_87_BZ	0.3889988160307506	435.8844	0.23679315476190477	192.738	0.15220566126884583	243.1464	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221058	E05	2021_08_02_Batch25	666	2.5x10^3 cells/well	4	WT clone 10	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_93_BZ	0.2585222351700548	446.2626	0.17847842261904756	266.868	0.08004381255100723	179.3946	0.002	otherclones	-0.15444014515464277	0.15901288880890507
221058	E06	2021_08_02_Batch25	2472	2.5x10^3 cells/well	5	WT clone 12	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_94_BZ	-0.28453829833391625	450.7104	-0.1664806547619047	256.4898	-0.11805764357201154	194.2206	0.998	otherclones	-0.15444014515464277	0.15901288880890507
221058	E10	2021_08_02_Batch25	567	2.5x10^3 cells/well	4	WT clone 10	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_98_BZ	0.24202046401009614	449.2278	0.15699404761904756	200.15099999999998	0.08502641639104858	249.0768	0.004	otherclones	-0.15444014515464277	0.15901288880890507
221058	E11	2021_08_02_Batch25	2021	2.5x10^3 cells/well	5	WT clone 12	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_99_BZ	-0.4309436056903647	416.6106	-0.25790550595238093	204.59879999999998	-0.17303809973798379	212.0118	1	otherclones	-0.15444014515464277	0.15901288880890507
221058	F02	2021_08_02_Batch25	1387	2.5x10^3 cells/well	10	BZ007	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_100_BZ	0.24724183279820444	329.8785	0.130859375	172.72289999999998	0.11638245779820444	157.1556	0.004	otherclones	-0.15444014515464277	0.15901288880890507
221058	F03	2021_08_02_Batch25	1731	2.5x10^3 cells/well	9	BZ006	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_101_BZ	-0.3616669389610575	355.0827	-0.14657738095238093	175.6881	-0.21508955800867657	179.3946	1	otherclones	-0.15444014515464277	0.15901288880890507
221058	F04	2021_08_02_Batch25	1709	2.5x10^3 cells/well	8	WT clone 15	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_102_BZ	0.22723161472747044	407.715	0.16582961309523814	160.1208	0.061402001632232306	247.59419999999997	0.011	otherclones	-0.15444014515464277	0.15901288880890507
221058	F05	2021_08_02_Batch25	1611	2.5x10^3 cells/well	7	WT clone 14	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_103_BZ	-0.22643814983120308	394.37159999999994	-0.13067336309523808	161.6034	-0.095764786735965	232.76819999999998	0.995	otherclones	-0.15444014515464277	0.15901288880890507
221058	F06	2021_08_02_Batch25	1386	2.5x10^3 cells/well	6	WT clone 13	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_104_BZ	-0.5405117245746072	303.933	-0.3231026785714286	62.2692	-0.21740904600317856	241.66379999999998	1	otherclones	-0.15444014515464277	0.15901288880890507
221058	F07	2021_08_02_Batch25	1415	2.5x10^3 cells/well	10	BZ007	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_105_BZ	0.3798307685566711	421.0584	0.2106584821428572	229.803	0.16917228641381388	191.25539999999998	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221058	F08	2021_08_02_Batch25	1764	2.5x10^3 cells/well	9	BZ006	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_106_BZ	-0.34654452904959276	338.03279999999995	-0.1397879464285714	210.52919999999997	-0.20675658262102137	127.50359999999999	1	otherclones	-0.15444014515464277	0.15901288880890507
221058	F09	2021_08_02_Batch25	2513	2.5x10^3 cells/well	8	WT clone 15	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_107_BZ	0.2275417291154037	332.1024	0.1400669642857143	80.0604	0.08747476482968941	252.04199999999997	0.008	otherclones	-0.15444014515464277	0.15901288880890507
221058	F10	2021_08_02_Batch25	1741	2.5x10^3 cells/well	7	WT clone 14	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_108_BZ	-0.27230590427561	289.10699999999997	-0.15197172619047622	69.6822	-0.1203341780851338	219.42479999999998	0.997	otherclones	-0.15444014515464277	0.15901288880890507
221058	F11	2021_08_02_Batch25	1144	2.5x10^3 cells/well	6	WT clone 13	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_109_BZ	-0.5656531658505506	294.2961	-0.34635416666666663	73.3887	-0.21929899918388396	220.9074	1	otherclones	-0.15444014515464277	0.15901288880890507
221058	G02	2021_08_02_Batch25	1453	2.5x10^3 cells/well	11	BZ008	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_110_BZ	0.20672690828511298	535.2185999999999	0.1127232142857143	266.868	0.09400369399939867	268.3506	0.019	otherclones	-0.15444014515464277	0.15901288880890507
221058	G03	2021_08_02_Batch25	817	2.5x10^3 cells/well	12	BZ009	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_111_BZ	0.2640066261178132	412.90409999999997	0.15522693452380953	249.8181	0.10877969159400369	163.08599999999998	0.002	otherclones	-0.15444014515464277	0.15901288880890507
221058	G04	2021_08_02_Batch25	1167	2.5x10^3 cells/well	13	BZ010	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_112_BZ	0.26335216479154266	319.5003	0.18210565476190477	178.6533	0.0812465100296379	140.84699999999998	0.004	otherclones	-0.15444014515464277	0.15901288880890507
221058	G07	2021_08_02_Batch25	1358	2.5x10^3 cells/well	11	BZ008	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_115_BZ	0.3076717202843725	411.4215	0.12853422619047616	272.0571	0.17913749409389634	139.3644	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221058	G08	2021_08_02_Batch25	514	2.5x10^3 cells/well	12	BZ009	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_116_BZ	0.1780154702204536	352.8588	0.11923363095238093	126.02099999999999	0.05878183926807268	226.8378	0.043	otherclones	-0.15444014515464277	0.15901288880890507
221058	G09	2021_08_02_Batch25	1213	2.5x10^3 cells/well	13	BZ010	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_117_BZ	0.1490647478668995	450.7104	0.0415736607142857	321.7242	0.1074910871526138	128.9862	0.061	otherclones	-0.15444014515464277	0.15901288880890507
